swab_id,gd,state,site,type,species,date,country,temp,cluster_size,y,wyear,season,yoa,ysw,Jdate,winter_day
KL13WI1552,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,1.1,9,2013,2013,hiber_late,2017,-4,73,134
KL13WI1553,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,1.1,9,2013,2013,hiber_late,2017,-4,73,134
KL13WI1554,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,1.1,9,2013,2013,hiber_late,2017,-4,73,134
KL13WI1555,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,1.1,9,2013,2013,hiber_late,2017,-4,73,134
KL13WI1556,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,1.1,9,2013,2013,hiber_late,2017,-4,73,134
KL13WI1557,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,1.1,9,2013,2013,hiber_late,2017,-4,73,134
KL13WI1558,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,1.1,9,2013,2013,hiber_late,2017,-4,73,134
KL13WI1559,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,1.1,9,2013,2013,hiber_late,2017,-4,73,134
KL13WI1560,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,2.1,1,2013,2013,hiber_late,2017,-4,73,134
KL13WI1561,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,1.9,1,2013,2013,hiber_late,2017,-4,73,134
KL13WI1562,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,2.1,2,2013,2013,hiber_late,2017,-4,73,134
KL13WI1563,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,2.1,2,2013,2013,hiber_late,2017,-4,73,134
KL13WI1564,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,2.6,1,2013,2013,hiber_late,2017,-4,73,134
KL13WI1565,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,1.2,1,2013,2013,hiber_late,2017,-4,73,134
KL13WI1566,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,1.8,1,2013,2013,hiber_late,2017,-4,73,134
KL13WI1567,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,1.5,1,2013,2013,hiber_late,2017,-4,73,134
KL13WI1568,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,2,1,2013,2013,hiber_late,2017,-4,73,134
KL13WI1569,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,1.8,1,2013,2013,hiber_late,2017,-4,73,134
KL13WI1570,0,WI,DELLS CULVERT,BAT,EPFU,3/14/13,us,1.9,1,2013,2013,hiber_late,2017,-4,73,134
KL13WI1899,0,WI,DELLS CULVERT,BAT,EPFU,11/15/13,us,6.1,1,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3003,0,WI,DELLS CULVERT,UNDER,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3004,0,WI,DELLS CULVERT,NEAR,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3005,0,WI,DELLS CULVERT,UNDER,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3006,0,WI,DELLS CULVERT,NEAR,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3007,0,WI,DELLS CULVERT,UNDER,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3008,0,WI,DELLS CULVERT,NEAR,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3009,0,WI,DELLS CULVERT,UNDER,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3010,0,WI,DELLS CULVERT,NEAR,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3011,0,WI,DELLS CULVERT,UNDER,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3012,0,WI,DELLS CULVERT,NEAR,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3301,0,WI,DELLS CULVERT,UNDER,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3302,0,WI,DELLS CULVERT,NEAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3303,0,WI,DELLS CULVERT,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3304,0,WI,DELLS CULVERT,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3305,0,WI,DELLS CULVERT,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3306,0,WI,DELLS CULVERT,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3307,0,WI,DELLS CULVERT,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3308,0,WI,DELLS CULVERT,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3309,0,WI,DELLS CULVERT,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3310,0,WI,DELLS CULVERT,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3311,0,WI,DELLS CULVERT,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3312,0,WI,DELLS CULVERT,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL14WI0214,0,WI,DELLS CULVERT,BAT,EPFU,3/13/14,us,-0.6,1,2014,2014,hiber_late,2017,-3,72,133
KL14WI0215,0,WI,DELLS CULVERT,BAT,EPFU,3/13/14,us,2,3,2014,2014,hiber_late,2017,-3,72,133
KL14WI0216,0,WI,DELLS CULVERT,BAT,EPFU,3/13/14,us,2,3,2014,2014,hiber_late,2017,-3,72,133
KL14WI0217,0,WI,DELLS CULVERT,BAT,EPFU,3/13/14,us,2,3,2014,2014,hiber_late,2017,-3,72,133
KL14WI0218,0,WI,DELLS CULVERT,BAT,EPFU,3/13/14,us,3,1,2014,2014,hiber_late,2017,-3,72,133
KL14WI0219,0,WI,DELLS CULVERT,BAT,EPFU,3/13/14,us,3,1,2014,2014,hiber_late,2017,-3,72,133
KL14WI0220,0,WI,DELLS CULVERT,BAT,EPFU,3/13/14,us,1.7,1,2014,2014,hiber_late,2017,-3,72,133
KL14WI0221,0,WI,DELLS CULVERT,BAT,EPFU,3/13/14,us,2,2,2014,2014,hiber_late,2017,-3,72,133
KL14WI0222,0,WI,DELLS CULVERT,BAT,EPFU,3/13/14,us,2,2,2014,2014,hiber_late,2017,-3,72,133
KL14WI0223,0,WI,DELLS CULVERT,BAT,EPFU,3/13/14,us,2.1,1,2014,2014,hiber_late,2017,-3,72,133
KL14WI0224,0,WI,DELLS CULVERT,BAT,EPFU,3/13/14,us,2,1,2014,2014,hiber_late,2017,-3,72,133
KL14WI0225,0,WI,DELLS CULVERT,BAT,EPFU,3/13/14,us,1.5,1,2014,2014,hiber_late,2017,-3,72,133
KL14WI0226,0,WI,DELLS CULVERT,BAT,EPFU,3/13/14,us,-0.3,1,2014,2014,hiber_late,2017,-3,72,133
KL14WI5198,0,WI,DELLS CULVERT,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5199,0,WI,DELLS CULVERT,NEAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5200,0,WI,DELLS CULVERT,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5201,0,WI,DELLS CULVERT,NEAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5202,0,WI,DELLS CULVERT,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5203,0,WI,DELLS CULVERT,NEAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5204,0,WI,DELLS CULVERT,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5205,0,WI,DELLS CULVERT,NEAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5206,0,WI,DELLS CULVERT,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5207,0,WI,DELLS CULVERT,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5208,0,WI,DELLS CULVERT,NEAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5209,0,WI,DELLS CULVERT,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5210,0,WI,DELLS CULVERT,NEAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL12WI0168,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,4.8,2,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0169,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,5.4,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0170,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,5.8,4,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0171,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,5.8,4,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0172,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.2,193,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0173,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.4,193,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0174,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.4,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0175,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.4,41,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0176,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.4,41,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0177,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.4,41,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0178,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.2,193,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0179,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.2,193,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0180,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.2,193,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0181,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.2,193,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0182,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.2,55,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0183,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.2,55,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0184,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.4,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0185,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.4,3,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0186,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.4,3,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0187,0,WI,ELROY SPARTA,BAT,EPFU,11/29/12,us,6.6,4,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0188,0,WI,ELROY SPARTA,BAT,MYSE,11/29/12,us,7.4,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0189,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,7.8,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0190,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,7.4,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0191,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,7.6,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0192,0,WI,ELROY SPARTA,BAT,MYSE,11/29/12,us,8,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0193,0,WI,ELROY SPARTA,BAT,MYSE,11/29/12,us,7.8,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0194,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,7.8,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0195,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,8.2,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0196,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,8.2,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0197,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,8.2,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0198,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,8.2,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0199,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,8,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0200,0,WI,ELROY SPARTA,BAT,MYSE,11/29/12,us,7.8,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0201,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,8.4,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0202,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,8.2,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0203,0,WI,ELROY SPARTA,BAT,MYSE,11/29/12,us,8.2,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0204,0,WI,ELROY SPARTA,BAT,MYSE,11/29/12,us,8.4,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0205,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,8.2,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0206,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,8.2,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0207,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,8.2,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0208,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,8.4,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0209,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,8.4,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0210,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,8.4,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0211,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,8.4,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0212,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,9,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0213,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,8.6,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0214,0,WI,ELROY SPARTA,BAT,MYSE,11/29/12,us,8.4,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0215,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,9.2,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0216,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,9,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0217,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,9,3,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0218,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,9,2,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0219,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,9.6,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0220,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,9.2,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0221,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,9.2,2,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0222,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,8.8,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0223,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,8.8,6,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0224,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,8.8,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0225,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,9,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0226,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,8.8,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0227,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,8.6,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0228,0,WI,ELROY SPARTA,BAT,MYSE,11/29/12,us,8.6,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0229,0,WI,ELROY SPARTA,BAT,PESU,11/29/12,us,8.8,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0230,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,8.6,1,2012,2013,hiber_earl,2016,-3,334,29
KL12WI0231,0,WI,ELROY SPARTA,BAT,MYLU,11/29/12,us,8.6,2,2012,2013,hiber_earl,2016,-3,334,29
KL13WI1652,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.6,2,2013,2013,hiber_late,2016,-3,83,144
KL13WI1653,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.6,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1654,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.8,5,2013,2013,hiber_late,2016,-3,83,144
KL13WI1655,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.6,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1656,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.9,7,2013,2013,hiber_late,2016,-3,83,144
KL13WI1657,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.7,2,2013,2013,hiber_late,2016,-3,83,144
KL13WI1658,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.7,5,2013,2013,hiber_late,2016,-3,83,144
KL13WI1659,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,4.1,6,2013,2013,hiber_late,2016,-3,83,144
KL13WI1660,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.8,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1661,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.7,3,2013,2013,hiber_late,2016,-3,83,144
KL13WI1662,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.6,11,2013,2013,hiber_late,2016,-3,83,144
KL13WI1663,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.8,3,2013,2013,hiber_late,2016,-3,83,144
KL13WI1664,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.9,14,2013,2013,hiber_late,2016,-3,83,144
KL13WI1665,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.9,14,2013,2013,hiber_late,2016,-3,83,144
KL13WI1666,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.9,5,2013,2013,hiber_late,2016,-3,83,144
KL13WI1667,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,3.9,68,2013,2013,hiber_late,2016,-3,83,144
KL13WI1668,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,4,78,2013,2013,hiber_late,2016,-3,83,144
KL13WI1669,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,4.1,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1670,0,WI,ELROY SPARTA,BAT,MYSE,3/24/13,us,4.3,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1671,0,WI,ELROY SPARTA,BAT,MYSE,3/24/13,us,4,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1672,0,WI,ELROY SPARTA,BAT,MYSE,3/24/13,us,5.5,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1673,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,6,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1674,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,6.3,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1675,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,6.3,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1676,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,6.8,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1677,0,WI,ELROY SPARTA,BAT,MYSE,3/24/13,us,6.4,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1678,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,6.4,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1679,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,6.4,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1680,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,7,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1681,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,7.4,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1682,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,7.4,2,2013,2013,hiber_late,2016,-3,83,144
KL13WI1683,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,7.4,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1684,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,7.2,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1685,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,6.9,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1686,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,6.6,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1687,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,7,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1688,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,7,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1689,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,7,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1690,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,7,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1691,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,7,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1692,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,7,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1693,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,7.8,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1694,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,7.8,2,2013,2013,hiber_late,2016,-3,83,144
KL13WI1695,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,7.8,2,2013,2013,hiber_late,2016,-3,83,144
KL13WI1696,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,7.5,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1697,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,8.3,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1698,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,7.5,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1699,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,7.5,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1700,0,WI,ELROY SPARTA,BAT,MYSE,3/24/13,us,7.8,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1701,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,7.6,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1702,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,8.3,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1703,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,8.8,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1704,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,8.4,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1705,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,8.3,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1706,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,8.4,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1707,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,8.2,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1708,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,8.3,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1709,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,8.4,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1710,0,WI,ELROY SPARTA,BAT,PESU,3/24/13,us,8.1,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1711,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,8,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1712,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,8,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1713,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,8.2,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1714,0,WI,ELROY SPARTA,BAT,MYLU,3/24/13,us,8.2,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1715,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,6.6,2,2013,2013,hiber_late,2016,-3,83,144
KL13WI1716,0,WI,ELROY SPARTA,BAT,EPFU,3/24/13,us,5.5,1,2013,2013,hiber_late,2016,-3,83,144
KL13WI1900,0,WI,ELROY SPARTA,BAT,EPFU,11/17/13,us,8.3,1,2013,2014,hiber_earl,2016,-2,321,16
KL13WI1901,0,WI,ELROY SPARTA,BAT,EPFU,11/17/13,us,8.9,1,2013,2014,hiber_earl,2016,-2,321,16
KL13WI1902,0,WI,ELROY SPARTA,BAT,EPFU,11/17/13,us,9,3,2013,2014,hiber_earl,2016,-2,321,16
KL13WI1903,0,WI,ELROY SPARTA,BAT,EPFU,11/17/13,us,9,3,2013,2014,hiber_earl,2016,-2,321,16
KL13WI1904,0,WI,ELROY SPARTA,BAT,EPFU,11/17/13,us,8.4,121,2013,2014,hiber_earl,2016,-2,321,16
