swab_id,gd,province,site,type,species,date,country,temp,cluster_size,y,wyear,season,yoa,ysw,Jdate,winter_day
JH18UK0563,0,SUFFOLK,ICKWORTH VAULTS,FAR,SUBSTRATE,2/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,38,99
JH18UK0564,0,SUFFOLK,ICKWORTH VAULTS,FAR,SUBSTRATE,2/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,38,99
JH18UK0565,0,SUFFOLK,ICKWORTH VAULTS,FAR,SUBSTRATE,2/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,38,99
JH18UK0566,0,SUFFOLK,ICKWORTH VAULTS,FAR,SUBSTRATE,2/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,38,99
JH18UK0567,0,SUFFOLK,ICKWORTH VAULTS,FAR,SUBSTRATE,2/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,38,99
JH18UK0568,0,SUFFOLK,ICKWORTH VAULTS,FAR,SUBSTRATE,2/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,38,99
JH18UK0569,0,SUFFOLK,ICKWORTH VAULTS,FAR,SUBSTRATE,2/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,38,99
JH18UK0570,0,SUFFOLK,ICKWORTH VAULTS,FAR,SUBSTRATE,2/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,38,99
JH18UK0571,0,SUFFOLK,ICKWORTH VAULTS,FAR,SUBSTRATE,2/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,38,99
JH18UK0572,0,SUFFOLK,ICKWORTH VAULTS,FAR,SUBSTRATE,2/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,38,99
JH18UK0644,1,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,1/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,7,68
JH18UK0645,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,1/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,7,68
JH18UK0646,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,1/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,7,68
JH18UK0647,1,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,1/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,7,68
JH18UK0648,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,1/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,7,68
JH18UK0649,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,1/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,7,68
JH18UK0650,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,1/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,7,68
JH18UK0651,1,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,1/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,7,68
JH18UK0652,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,1/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,7,68
JH18UK0653,1,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,1/7/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,7,68
JH18UK0707,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,2/11/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,42,103
JH18UK0708,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,2/11/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,42,103
JH18UK0709,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,2/11/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,42,103
JH18UK0710,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,2/11/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,42,103
JH18UK0711,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,2/11/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,42,103
JH18UK0712,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,2/11/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,42,103
JH18UK0713,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,2/11/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,42,103
JH18UK0714,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,2/11/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,42,103
JH18UK0715,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,2/11/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,42,103
JH18UK0716,0,CAMBSHIRE,BALSHAM CAVES,FAR,SUBSTRATE,2/11/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,42,103
JH18UK0770,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0786,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0813,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0825,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0833,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0838,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0839,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0846,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0847,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0851,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0858,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0862,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0875,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0882,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0898,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0902,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0903,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0913,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0914,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0933,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,1/20/18,UK,NA,NA,2018,2018,hiber_mid,1000,1018,20,81
JH18UK0986,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1025,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1039,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1049,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1056,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1059,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1062,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1068,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1072,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1073,0,SUSSEX,DROVERS TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1089,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1093,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1106,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1113,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1120,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1130,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1131,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1135,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1136,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH18UK1143,0,SUSSEX,COCKING TUNNEL,FAR,SUBSTRATE,2/17/18,UK,NA,NA,2018,2018,hiber_late,1000,1018,48,109
JH15CN0024,0,JILIN,DI CAVE,NEAR,SUBSTRATE,3/22/15,CHINA,4.9,NA,2015,2015,hiber_late,1000,1015,81,142
JH15CN0046,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,3/27/15,CHINA,1.8,NA,2015,2015,hiber_late,1000,1015,86,147
JH15CN0059,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,3/27/15,CHINA,5.8,NA,2015,2015,hiber_late,1000,1015,86,147
JH15CN0062,1,JILIN,GEZI CAVE,NEAR,SUBSTRATE,3/27/15,CHINA,6.5,NA,2015,2015,hiber_late,1000,1015,86,147
JH15CN0065,1,JILIN,GEZI CAVE,NEAR,SUBSTRATE,3/27/15,CHINA,7.2,NA,2015,2015,hiber_late,1000,1015,86,147
JH15CN0068,1,JILIN,GEZI CAVE,NEAR,SUBSTRATE,3/27/15,CHINA,6.6,NA,2015,2015,hiber_late,1000,1015,86,147
JH15CN0075,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,3/27/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,86,147
JH15CN0081,1,JILIN,GEZI CAVE,NEAR,SUBSTRATE,3/27/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,86,147
JH15CN0085,1,JILIN,GEZI CAVE,NEAR,SUBSTRATE,3/27/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,86,147
JH15CN0088,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,3/27/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,86,147
JH15CN0091,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,3/27/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,86,147
JH15CN0094,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,3/27/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,86,147
JH15CN0097,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,3/27/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,86,147
JH15CN0105,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,3/27/15,CHINA,7.8,NA,2015,2015,hiber_late,1000,1015,86,147
JH15CN0108,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,3/27/15,CHINA,7.4,NA,2015,2015,hiber_late,1000,1015,86,147
JH15CN0113,1,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,4.9,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0116,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,4.6,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0124,1,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,4.8,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0128,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,4.8,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0131,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,8.4,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0134,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,8.1,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0137,1,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,7.1,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0140,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,7.3,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0144,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,7.7,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0147,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,8.1,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0150,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,8.6,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0153,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,8.1,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0156,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,8.1,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0160,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,8,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0163,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,3/28/15,CHINA,8.6,NA,2015,2015,hiber_late,1000,1015,87,148
JH15CN0203,0,JILIN,WU DAI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,4.8,NA,2015,2016,NA,1000,1016,337,32
JH15CN0206,0,JILIN,WU DAI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,2.6,NA,2015,2016,NA,1000,1016,337,32
JH15CN0210,0,JILIN,WU DAI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,6,NA,2015,2016,NA,1000,1016,337,32
JH15CN0213,0,JILIN,DALAZI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,8.2,NA,2015,2016,NA,1000,1016,337,32
JH15CN0216,0,JILIN,DALAZI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,7.3,NA,2015,2016,NA,1000,1016,337,32
JH15CN0219,0,JILIN,DALAZI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,7.1,NA,2015,2016,NA,1000,1016,337,32
JH15CN0223,0,JILIN,DALAZI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,7,NA,2015,2016,NA,1000,1016,337,32
JH15CN0226,0,JILIN,DALAZI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,7.3,NA,2015,2016,NA,1000,1016,337,32
JH15CN0232,0,JILIN,DALAZI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,7.3,NA,2015,2016,NA,1000,1016,337,32
JH15CN0234,0,JILIN,DALAZI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,7.3,NA,2015,2016,NA,1000,1016,337,32
JH15CN0238,0,JILIN,DALAZI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,5.2,NA,2015,2016,NA,1000,1016,337,32
JH15CN0241,0,JILIN,DI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,NA,NA,2015,2016,NA,1000,1016,337,32
JH15CN0247,0,JILIN,DI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,NA,NA,2015,2016,NA,1000,1016,337,32
JH15CN0249,0,JILIN,DI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,NA,NA,2015,2016,NA,1000,1016,337,32
JH15CN0253,0,JILIN,DI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,NA,NA,2015,2016,NA,1000,1016,337,32
JH15CN0256,0,JILIN,DI CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,NA,NA,2015,2016,NA,1000,1016,337,32
JH15CN0279,0,JILIN,JIAN BIANFU CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,3.4,NA,2015,2016,NA,1000,1016,337,32
JH15CN0284,0,JILIN,JIAN BIANFU CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,3.2,NA,2015,2016,NA,1000,1016,337,32
JH15CN0289,0,JILIN,JIAN BIANFU CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,8.5,NA,2015,2016,NA,1000,1016,337,32
JH15CN0293,0,JILIN,JIAN BIANFU CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,8.8,NA,2015,2016,NA,1000,1016,337,32
JH15CN0297,0,JILIN,JIAN BIANFU CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,9.5,NA,2015,2016,NA,1000,1016,337,32
JH15CN0300,0,JILIN,JIAN BIANFU CAVE,NEAR,SUBSTRATE,12/3/15,CHINA,NA,NA,2015,2016,NA,1000,1016,337,32
JH15CN0303,0,HEILONGJIANG,DAILING MINE,NEAR,SUBSTRATE,12/5/15,CHINA,-0.3,NA,2015,2016,NA,1000,1016,339,34
JH15CN0306,0,HEILONGJIANG,DAILING MINE,NEAR,SUBSTRATE,12/5/15,CHINA,2.3,NA,2015,2016,NA,1000,1016,339,34
JH15CN0309,0,HEILONGJIANG,DAILING MINE,NEAR,SUBSTRATE,12/5/15,CHINA,6.6,NA,2015,2016,NA,1000,1016,339,34
JH15CN0312,0,HEILONGJIANG,DAILING MINE,NEAR,SUBSTRATE,12/5/15,CHINA,6.3,NA,2015,2016,NA,1000,1016,339,34
JH15CN0315,0,HEILONGJIANG,DAILING MINE,NEAR,SUBSTRATE,12/5/15,CHINA,6.6,NA,2015,2016,NA,1000,1016,339,34
JH15CN0318,0,HEILONGJIANG,DAILING MINE,NEAR,SUBSTRATE,12/5/15,CHINA,5.5,NA,2015,2016,NA,1000,1016,339,34
JH15CN0324,0,HEILONGJIANG,DAILING MINE,NEAR,SUBSTRATE,12/5/15,CHINA,6,NA,2015,2016,NA,1000,1016,339,34
JH15CN0336,0,HEILONGJIANG,DAILING MINE,NEAR,SUBSTRATE,12/5/15,CHINA,7.2,NA,2015,2016,NA,1000,1016,339,34
JH15CN0339,0,HEILONGJIANG,DAILING MINE,NEAR,SUBSTRATE,12/5/15,CHINA,7.9,NA,2015,2016,NA,1000,1016,339,34
JH15CN0343,0,HEILONGJIANG,DAILING MINE,NEAR,SUBSTRATE,12/5/15,CHINA,6.7,NA,2015,2016,NA,1000,1016,339,34
JH15CN0350,0,HEILONGJIANG,DAILING MINE,NEAR,SUBSTRATE,12/5/15,CHINA,4.2,NA,2015,2016,NA,1000,1016,339,34
JH15CN0361,1,BEIJING,BEIJING BIANFU CAVE,NEAR,SUBSTRATE,12/9/15,CHINA,7.7,NA,2015,2016,NA,1000,1016,343,38
JH15CN0364,0,BEIJING,BEIJING BIANFU CAVE,NEAR,SUBSTRATE,12/9/15,CHINA,10.8,NA,2015,2016,NA,1000,1016,343,38
JH15CN0368,0,BEIJING,BEIJING BIANFU CAVE,NEAR,SUBSTRATE,12/9/15,CHINA,9.5,NA,2015,2016,NA,1000,1016,343,38
JH15CN0374,0,LIAONING,TEMPLE CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,6.7,NA,2015,2016,NA,1000,1016,347,42
JH15CN0378,1,LIAONING,TEMPLE CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,6.7,NA,2015,2016,NA,1000,1016,347,42
JH15CN0385,0,LIAONING,TEMPLE CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,6.8,NA,2015,2016,NA,1000,1016,347,42
JH15CN0390,1,LIAONING,TEMPLE CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,7,NA,2015,2016,NA,1000,1016,347,42
JH15CN0395,0,LIAONING,TEMPLE CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,6.8,NA,2015,2016,NA,1000,1016,347,42
JH15CN0398,0,LIAONING,TEMPLE CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,7.6,NA,2015,2016,NA,1000,1016,347,42
JH15CN0401,0,LIAONING,TEMPLE CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,8,NA,2015,2016,NA,1000,1016,347,42
JH15CN0404,0,LIAONING,TEMPLE CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,6.7,NA,2015,2016,NA,1000,1016,347,42
JH15CN0409,1,LIAONING,TEMPLE CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,6.9,NA,2015,2016,NA,1000,1016,347,42
JH15CN0425,0,LIAONING,TEMPLE CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,9.9,NA,2015,2016,NA,1000,1016,347,42
JH15CN0428,0,LIAONING,TEMPLE CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,9.4,NA,2015,2016,NA,1000,1016,347,42
JH15CN0439,0,LIAONING,TEMPLE CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,7.8,NA,2015,2016,NA,1000,1016,347,42
JH15CN0442,0,LIAONING,LIAONING BIANFU CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,8,NA,2015,2016,NA,1000,1016,347,42
JH15CN0445,0,LIAONING,LIAONING BIANFU CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,7,NA,2015,2016,NA,1000,1016,347,42
JH15CN0448,0,LIAONING,LIAONING BIANFU CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,4.6,NA,2015,2016,NA,1000,1016,347,42
JH15CN0452,0,LIAONING,LIAONING BIANFU CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,5.8,NA,2015,2016,NA,1000,1016,347,42
JH15CN0456,0,LIAONING,LIAONING BIANFU CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,5.8,NA,2015,2016,NA,1000,1016,347,42
JH15CN0466,1,LIAONING,LIAONING BIANFU CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,6.2,NA,2015,2016,NA,1000,1016,347,42
JH15CN0473,0,LIAONING,LIAONING BIANFU CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,2.8,NA,2015,2016,NA,1000,1016,347,42
JH15CN0479,0,LIAONING,LIAONING BIANFU CAVE,NEAR,SUBSTRATE,12/13/15,CHINA,7.7,NA,2015,2016,NA,1000,1016,347,42
JH15CN0493,0,LIAONING,GUAISHI CAVE,NEAR,SUBSTRATE,12/14/15,CHINA,10.2,NA,2015,2016,NA,1000,1016,348,43
JH15CN0496,0,LIAONING,GUAISHI CAVE,NEAR,SUBSTRATE,12/14/15,CHINA,8.2,NA,2015,2016,NA,1000,1016,348,43
JH15CN0499,0,LIAONING,GUAISHI CAVE,NEAR,SUBSTRATE,12/14/15,CHINA,8.8,NA,2015,2016,NA,1000,1016,348,43
JH15CN0502,0,LIAONING,GUAISHI CAVE,NEAR,SUBSTRATE,12/14/15,CHINA,9.3,NA,2015,2016,NA,1000,1016,348,43
JH15CN0505,0,LIAONING,GUAISHI CAVE,NEAR,SUBSTRATE,12/14/15,CHINA,9.3,NA,2015,2016,NA,1000,1016,348,43
JH15CN0508,0,LIAONING,GUAISHI CAVE,NEAR,SUBSTRATE,12/14/15,CHINA,8.9,NA,2015,2016,NA,1000,1016,348,43
JH15CN0529,0,LIAONING,GUAISHI CAVE,NEAR,SUBSTRATE,12/14/15,CHINA,7.6,NA,2015,2016,NA,1000,1016,348,43
JH15CN0551,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,12/17/15,CHINA,9.4,NA,2015,2016,NA,1000,1016,351,46
JH15CN0556,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,12/17/15,CHINA,8.1,NA,2015,2016,NA,1000,1016,351,46
JH15CN0562,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,12/17/15,CHINA,8.5,NA,2015,2016,NA,1000,1016,351,46
JH15CN0565,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,12/17/15,CHINA,8.3,NA,2015,2016,NA,1000,1016,351,46
JH15CN0569,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,12/17/15,CHINA,8.5,NA,2015,2016,NA,1000,1016,351,46
JH15CN0574,0,JILIN,NEW HOPE CAVE,NEAR,SUBSTRATE,12/17/15,CHINA,7.9,NA,2015,2016,NA,1000,1016,351,46
JH15CN0619,1,JILIN,GEZI CAVE,NEAR,SUBSTRATE,12/18/15,CHINA,NA,NA,2015,2016,NA,1000,1016,352,47
JH15CN0622,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,12/18/15,CHINA,NA,NA,2015,2016,NA,1000,1016,352,47
JH15CN0625,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,12/18/15,CHINA,NA,NA,2015,2016,NA,1000,1016,352,47
JH15CN0630,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,12/18/15,CHINA,NA,NA,2015,2016,NA,1000,1016,352,47
JH15CN0646,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,12/18/15,CHINA,NA,NA,2015,2016,NA,1000,1016,352,47
JH15CN0649,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,12/18/15,CHINA,NA,NA,2015,2016,NA,1000,1016,352,47
JH15CN0652,0,JILIN,GEZI CAVE,NEAR,SUBSTRATE,12/18/15,CHINA,NA,NA,2015,2016,NA,1000,1016,352,47
