nest_key,year,eggs_laid,female_id,male_id,found_date,hatch_date,eggs_hatched,fledglings,fledge_date,clutch_number,fail_date,found_day,hatch_day,first_egg_day,female_status,female_age,female_age_code,male_age,male_age_code,popn_size,annual_density,band_id,sex,weight,age_in_days,recruited,fledge_date_noNA,recruited.f,clutch_num,fledge_day
121-N32B,2021,4,2781.39247,2781.39246,2021-06-05,2021-06-10,4,3,2021-06-19,1,NA,156,161,144,MO,1,SY,2,ASY,77,7.196261682242991,2781.39320,NA,9.2,7,FALSE,2021-06-19,0,1,170
103-K28C,2003,4,1741.07368,1741.07030,2003-06-24,2003-07-06,4,4,2003-07-16,ERR1,NA,175,187,170,PG 2,1,SY,2,ASY,56,5.233644859813085,1741.07778,U,9.3,7,FALSE,2003-07-16,0,1,197
91-M30C,1991,3,2021.76492,2021.76190,1991-07-08,1991-07-09,3,3,1991-07-18,2,NA,189,190,174,MO,2,ASY,2,ASY,110,10.280373831775702,2031.57334,U,9.3,7,FALSE,1991-07-18,0,2,199
90-N30D,1990,5,2021.76557,2021.76446,1990-06-28,1990-07-04,5,4,1990-07-13,2,NA,179,185,167,PG 2,1,SY,1,SY,100,9.345794392523365,2031.56156,U,9.3,7,FALSE,1990-07-13,0,2,194
94-L27A,1994,5,2031.58251,2031.58256,1994-06-19,1994-07-01,5,5,1994-07-10,R1,NA,170,182,164,MO,2,ASY,2,ASY,90,8.41121495327103,2121.64111,M,9.3,7,TRUE,1994-07-10,1,1,191
97-N27C,1997,5,2121.64327,2121.64401,1997-06-24,1997-06-30,5,4,NA,RR1,NA,175,181,163,MO,2,ASY,2,ASY,81,7.570093457943925,2121.64682,U,9.3,7,FALSE,1997-07-09,0,1,190
116-M29B,2016,5,2591.93742,2511.98845,2016-06-07,2016-06-17,5,5,2016-06-26,1,NA,159,169,151,PG 1,2,ASY,2,ASY,51,4.766355140186916,2311.96373,F,9.3,7,TRUE,2016-06-26,1,1,178
118-L27B,2018,3,2631.94986,1741.82291,2018-07-05,2018-07-16,3,3,2018-07-25,ERR1,NA,186,197,181,MO,1,SY,1,SY,72,6.728971962616823,2631.95060,NA,9.3,7,FALSE,2018-07-25,0,1,206
121-N29A,2021,3,2781.39390,2781.39231,2021-06-23,2021-06-23,3,3,2021-07-02,ER1,NA,174,174,158,PG 2,1,SY,1,SY,77,7.196261682242991,2781.39407,NA,9.3,7,FALSE,2021-07-02,0,1,183
122-N31B,2022,5,2781.39486,2631.94907,2022-06-09,2022-06-22,5,5,2022-06-29,ER1,NA,160,173,155,MO,1,SY,4,ASY,65,6.074766355140187,2871.51685,U,9.3,7,FALSE,2022-06-29,0,1,180
91-N29C,1991,4,2031.56594,2021.76855,1991-06-21,1991-06-28,4,4,1991-07-07,R1,NA,172,179,162,MO,1,SY,2,ASY,110,10.280373831775702,2031.57077,U,9.4,7,FALSE,1991-07-07,0,1,188
118-O26C,2018,4,2031.60696,2031.60674,2018-06-08,2018-06-16,4,4,2018-06-25,1,NA,159,167,150,MO,1,SY,1,SY,72,6.728971962616823,2631.94940,NA,9.4,7,FALSE,2018-06-25,0,1,176
99-M27E,1999,4,2121.64754,2121.64678,1999-06-24,1999-07-03,4,3,NA,RE1,NA,175,184,167,MO,1,SY,2,ASY,111,10.373831775700936,2121.65963,U,9.4,7,FALSE,1999-07-12,0,1,193
100-M28F,2000,5,2121.64792,2121.65688,2000-06-28,2000-07-07,5,5,2000-07-17,R1,NA,180,189,171,PG 2,2,ASY,1,SY,80,7.476635514018692,930.59752,U,9.4,7,FALSE,2000-07-17,0,1,199
102-O25A,2002,4,2121.65336,2121.65378,2002-05-31,2002-06-06,4,3,2002-06-17,1,NA,151,157,140,PG 1,4,ASY,4,ASY,110,10.280373831775702,1741.07103,U,9.4,7,FALSE,2002-06-17,0,1,168
100-L19B,2000,5,2121.65354,2121.65147,2000-06-21,2000-06-26,5,5,2000-07-08,R1,NA,173,178,160,PG 1,2,ASY,3,ASY,80,7.476635514018692,930.59710,U,9.4,7,FALSE,2000-07-08,0,1,190
116-M27C,2016,3,2521.77651,2521.77641,2016-07-10,2016-07-22,3,3,2016-07-31,2,NA,192,204,188,MO,1,SY,2,ASY,51,4.766355140186916,2621.66978,U,9.4,7,FALSE,2016-07-31,0,2,213
103-N31B,2003,5,930.59852,2121.65636,2003-06-23,2003-07-02,4,4,2003-07-13,R1,NA,174,183,165,PG 1,3,ASY,2,ASY,56,5.233644859813085,1741.07764,U,9.4,7,FALSE,2003-07-13,0,1,194
88-M28D,1988,5,2011.81504,2011.81135,1988-06-21,1988-06-21,5,5,1988-06-30,ER1,NA,173,173,155,MO,1,SY,1,SY,104,9.7196261682243,2011.81549,U,9.5,7,FALSE,1988-06-30,0,1,182
92-M30C,1992,4,2031.56845,2031.57405,1992-06-30,1992-07-08,4,4,1992-07-17,R1,NA,182,190,173,PG 1,1,SY,1,SY,96,8.971962616822431,2031.57952,U,9.5,7,FALSE,1992-07-17,0,1,199
93-M30A,1993,5,2031.56976,2031.56968,1993-06-29,1993-07-05,5,5,1993-07-14,RR1,NA,180,186,168,MO,2,ASY,2,ASY,92,8.598130841121495,2031.58714,U,9.5,7,FALSE,1993-07-14,0,1,195
97-O25D,1997,4,2121.64996,2031.58887,1997-06-23,1997-07-02,4,4,NA,RER1,NA,174,183,166,MO,1,SY,1,SY,81,7.570093457943925,2121.65123,U,9.5,7,FALSE,1997-07-11,0,1,192
116-P24B,2016,4,2521.77422,2521.77543,2016-07-10,2016-07-22,3,3,2016-07-31,2,NA,192,204,187,PG 1,2,ASY,2,ASY,51,4.766355140186916,2621.66977,U,9.5,7,FALSE,2016-07-31,0,2,213
121-P24B,2021,4,2781.39240,2781.39241,2021-06-04,2021-06-12,4,4,2021-06-21,1,NA,155,163,146,MO,1,SY,1,SY,77,7.196261682242991,2781.39343,NA,9.5,7,FALSE,2021-06-21,0,1,172
90-M29A,1990,4,940.25805,2021.76955,1990-06-19,1990-06-19,4,4,1990-06-28,1,NA,170,170,153,MO,2,ASY,1,SY,100,9.345794392523365,2031.56077,U,9.5,7,FALSE,1990-06-28,0,1,179
87-M19B,1987,5,940.25832,940.25697,1987-05-27,1987-06-06,5,5,1987-06-15,1,NA,147,157,139,MO,1,SY,1,SY,78,7.289719626168225,940.25897,U,9.5,7,FALSE,1987-06-15,0,1,166
103-M27B,2003,4,1560.05020,930.59787,2003-06-21,2003-07-02,4,4,2003-07-13,R1,NA,172,183,166,PG 1,2,ASY,3,ASY,56,5.233644859813085,1741.07763,U,9.6,7,FALSE,2003-07-13,0,1,194
102-O25B,2002,4,1741.07027,930.59691,2002-05-31,2002-06-12,4,4,2002-06-24,1,NA,151,163,146,MO,1,SY,1,SY,110,10.280373831775702,1741.07140,U,9.6,7,FALSE,2002-06-24,0,1,175
102-K28A,2002,4,1741.07036,930.59725,2002-06-06,2002-06-12,4,2,2002-06-21,1,NA,157,163,146,MO,1,SY,2,ASY,110,10.280373831775702,1741.07145,U,9.6,7,FALSE,2002-06-21,0,1,172
90-M25C,1990,4,2011.81916,2021.76872,1990-07-04,1990-07-12,4,4,1990-07-21,2,NA,185,193,176,MO,2,ASY,1,SY,100,9.345794392523365,2031.56521,U,9.6,7,FALSE,1990-07-21,0,2,202
90-L26A,1990,5,2011.81935,940.25647,1990-06-10,1990-06-17,5,5,1990-06-26,1,NA,161,168,150,PG 1,2,ASY,2,ASY,100,9.345794392523365,2031.56048,U,9.6,7,FALSE,1990-06-26,0,1,177
102-L28A,2002,5,2031.57558,930.59787,2002-06-13,2002-06-24,5,4,2002-07-03,1,NA,164,175,157,MO,2,ASY,2,ASY,110,10.280373831775702,1741.07264,U,9.6,7,FALSE,2002-07-03,0,1,184
122-J24C,2022,4,2781.39578,2631.94842,2022-07-06,2022-06-30,3,3,2022-07-09,2,NA,187,181,164,MO,2,ASY,5,ASY,65,6.074766355140187,2871.51721,U,9.6,7,FALSE,2022-07-09,0,2,190
103-N30A,2003,4,930.59517,930.59745,2003-07-07,2003-07-14,4,3,2003-07-26,2,NA,188,195,178,PG 1,2,ASY,3,ASY,56,5.233644859813085,1741.07813,U,9.6,7,FALSE,2003-07-26,0,2,207
102-K25B,2002,5,1560.05106,1560.05015,2002-06-07,2002-06-16,5,1,2002-06-27,1,NA,158,167,149,PG 2,1,SY,1,SY,110,10.280373831775702,1741.07168,U,9.7,7,FALSE,2002-06-27,0,1,178
102-K28B,2002,4,1741.07036,930.59725,2002-07-03,2002-07-16,4,3,2002-07-25,2,NA,184,197,180,MO,1,SY,2,ASY,110,10.280373831775702,1741.07312,U,9.7,7,FALSE,2002-07-25,0,2,206
88-O25C,1988,4,2011.81162,940.25827,1988-06-17,1988-06-24,4,4,1988-07-03,ER1,NA,169,176,159,MO,1,SY,2,ASY,104,9.7196261682243,2011.81580,U,9.7,7,FALSE,1988-07-03,0,1,185
118-N32A,2018,5,2031.60075,2031.60670,2018-06-07,2018-06-15,5,5,2018-06-24,1,NA,158,166,148,MO,2,ASY,1,SY,72,6.728971962616823,2631.94928,NA,9.7,7,FALSE,2018-06-24,0,1,175
118-O28A,2018,5,2031.60699,2031.60049,2018-06-09,2018-06-18,5,5,2018-06-28,1,NA,160,169,151,MO,1,SY,2,ASY,72,6.728971962616823,2631.94950,NA,9.7,7,FALSE,2018-06-28,0,1,179
98-N29C,1998,5,2121.64716,2121.64706,1998-06-24,1998-07-02,5,5,NA,R1,NA,175,183,165,MO,1,SY,1,SY,82,7.663551401869159,2121.65529,U,9.7,7,FALSE,1998-07-11,0,1,192
97-M29B,1997,4,2121.64894,2031.57034,1997-06-24,1997-06-30,4,4,NA,R1,NA,175,181,164,MO,1,SY,6,ASY,81,7.570093457943925,2121.64688,U,9.7,7,FALSE,1997-07-09,0,1,190
101-M31E,2001,4,2121.65351,1560.04586,2001-07-15,2001-07-11,4,4,NA,2,NA,196,192,175,MO,3,ASY,1,SY,96,8.971962616822431,1560.04592,F,9.7,7,TRUE,2001-07-20,1,2,201
111-M31C,2011,3,2321.12727,2321.12853,2011-07-07,2011-07-16,3,1,NA,R1,NA,188,197,181,MO,1,SY,1,SY,65,6.074766355140187,2401.76944,U,9.7,7,FALSE,2011-07-25,0,1,206
113-M28E,2013,4,2321.12884,2511.98832,2013-06-30,2013-07-10,4,4,2013-07-20,R1,NA,181,191,174,MO,2,ASY,1,SY,103,9.626168224299066,2591.93559,U,9.7,7,FALSE,2013-07-20,0,1,201
113-M19D,2013,4,2511.98550,2401.76871,2013-07-09,2013-07-19,4,4,2013-07-29,2,NA,190,200,183,MO,2,ASY,2,ASY,103,9.626168224299066,2591.93584,U,9.7,7,FALSE,2013-07-29,0,2,210
118-M30C,2018,4,2631.94877,2511.98845,2018-06-13,2018-06-24,4,4,2018-07-04,ER1,NA,164,175,158,MO,1,SY,2,ASY,72,6.728971962616823,2631.94969,NA,9.7,7,FALSE,2018-07-04,0,1,185
102-M26B,2002,4,930.59733,930.59599,2002-06-14,2002-06-20,4,4,2002-07-03,1,NA,165,171,154,PG 2,2,ASY,1,SY,110,10.280373831775702,1741.07207,U,9.7,7,FALSE,2002-07-03,0,1,184
102-M32E,2002,3,1741.07006,1741.07007,2002-07-05,2002-07-15,3,2,2002-07-25,RR1,NA,186,196,180,MO,1,SY,1,SY,110,10.280373831775702,1741.07304,U,9.8,7,FALSE,2002-07-25,0,1,206
88-M30A,1988,4,2011.81561,940.25838,1988-06-28,1988-06-29,4,4,1988-07-08,E2,NA,180,181,164,MO,1,SY,2,ASY,104,9.7196261682243,2011.81220,U,9.8,7,FALSE,1988-07-08,0,2,190
90-P27A,1990,5,2021.76959,2021.76896,1990-06-30,1990-07-04,5,3,1990-07-13,R1,NA,181,185,167,MO,1,SY,1,SY,100,9.345794392523365,2031.56152,U,9.8,7,FALSE,1990-07-13,0,1,194
92-M28E,1992,4,2021.76959,2031.56837,1992-07-09,1992-07-20,4,4,1992-07-29,2,NA,191,202,185,MO,2,ASY,1,SY,96,8.971962616822431,2031.58241,U,9.8,7,FALSE,1992-07-29,0,2,211
118-M33B,2018,4,2031.60695,2621.66822,2018-06-10,2018-06-18,4,4,2018-06-27,1,NA,161,169,152,MO,1,SY,2,ASY,72,6.728971962616823,2631.94951,NA,9.8,7,TRUE,2018-06-27,1,1,178
100-O24E,2000,4,2121.65625,2121.65378,2000-06-30,2000-07-10,4,2,2000-07-22,R1,NA,182,192,175,MO,1,SY,2,ASY,80,7.476635514018692,930.59760,U,9.8,7,FALSE,2000-07-22,0,1,204
114-M32C,2014,5,2511.98823,2511.98811,2014-06-11,2014-06-21,4,1,2014-06-30,ER1,NA,162,172,154,PG 1,2,ASY,2,ASY,62,5.794392523364486,2591.93800,U,9.8,7,FALSE,2014-06-30,0,1,181
122-O25B,2022,5,2871.51619,2781.39560,2022-05-27,2022-06-08,5,5,2022-06-17,1,NA,147,159,141,MO,1,SY,1,SY,65,6.074766355140187,2871.51623,U,9.8,7,FALSE,2022-06-17,0,1,168
90-M26C,1990,5,2021.76966,2021.76535,1990-06-19,1990-06-27,4,4,1990-07-06,ER1,NA,170,178,160,MO,1,SY,1,SY,100,9.345794392523365,2031.56143,U,9.9,7,FALSE,1990-07-06,0,1,187
96-O27B,1996,6,2031.58840,2121.64401,1996-06-19,1996-06-28,6,4,NA,ER1,NA,171,180,161,PG 2,1,SY,1,SY,73,6.822429906542056,2121.64811,U,9.9,7,FALSE,1996-07-07,0,1,189
117-N30B,2017,5,2031.60089,2511.98825,2017-06-24,2017-06-25,5,3,NA,R1,NA,175,176,158,MO,1,SY,2,ASY,65,6.074766355140187,1741.82292,U,9.9,7,FALSE,2017-07-04,0,1,185
102-O26A,2002,4,2121.64792,1560.05087,2002-06-08,2002-06-13,4,3,2002-06-25,1,NA,159,164,147,MO,4,ASY,1,SY,110,10.280373831775702,1741.07155,U,9.9,7,FALSE,2002-06-25,0,1,176
95-O29A,1995,5,2151.80044,2031.58831,1995-06-29,1995-07-10,4,4,NA,RR1,NA,180,191,173,PG 2,1,SY,1,SY,98,9.158878504672899,2121.64376,F,9.9,7,TRUE,1995-07-19,1,1,200
103-M26B,2003,4,930.59733,1741.07417,2003-06-10,2003-06-19,4,4,2003-06-29,1,NA,161,170,153,PG 2,3,ASY,1,SY,56,5.233644859813085,1741.07709,U,9.9,7,FALSE,2003-06-29,0,1,180
102-O24C,2002,4,2031.56253,2031.56233,2002-06-08,2002-06-20,4,1,2002-06-30,1,NA,159,171,154,PG 2,2,ASY,2,ASY,110,10.280373831775702,1741.07214,U,10,7,FALSE,2002-06-30,0,1,181
121-O29A,2021,5,2031.60735,2781.39226,2021-06-03,2021-06-10,4,4,2021-06-19,1,NA,154,161,143,PG 2,2,ASY,2,ASY,77,7.196261682242991,2781.39306,NA,10,7,FALSE,2021-06-19,0,1,170
96-M27C,1996,4,2121.64039,2121.64246,1996-07-09,1996-07-20,4,3,NA,2,NA,191,202,185,MO,2,ASY,1,SY,73,6.822429906542056,2121.64890,U,10,7,FALSE,1996-07-29,0,2,211
99-M29A,1999,5,2121.64717,2121.64352,1999-06-09,1999-06-20,5,5,NA,ER1,NA,160,171,153,MO,2,ASY,4,ASY,111,10.373831775700936,2121.65915,U,10,7,FALSE,1999-06-29,0,1,180
97-N30D,1997,3,2121.64898,2121.64331,1997-07-10,1997-07-20,3,3,NA,RER1,NA,191,201,185,PG 2,1,SY,2,ASY,81,7.570093457943925,2121.65193,U,10,7,FALSE,1997-07-29,0,1,210
100-N28C,2000,4,2121.65708,2121.65602,2000-06-19,2000-06-29,4,3,2000-07-08,R1,NA,171,181,164,MO,1,SY,2,ASY,80,7.476635514018692,930.59717,U,10,7,FALSE,2000-07-08,0,1,190
112-O23A,2012,4,2321.12870,2401.76996,2012-06-14,2012-06-20,4,3,2012-06-29,1,NA,166,172,155,MO,1,SY,1,SY,108,10.093457943925234,2511.98648,U,10,7,FALSE,2012-06-29,0,1,181
112-M33C,2012,4,2511.98705,2401.76900,2012-07-08,2012-07-18,3,3,2012-07-27,RR1,NA,190,200,183,MO,1,SY,1,SY,108,10.093457943925234,2511.98787,U,10,7,FALSE,2012-07-27,0,1,209
115-M26B,2015,4,2591.93776,2521.77637,2015-07-02,2015-07-13,4,4,2015-07-22,2,NA,183,194,177,MO,1,SY,1,SY,56,5.233644859813085,2621.66709,U,10,7,FALSE,2015-07-22,0,2,203
122-M26A,2022,5,2781.39202,2781.39421,2022-05-24,2022-06-02,5,5,2022-06-13,1,NA,144,153,135,MO,2,ASY,3,ASY,65,6.074766355140187,2871.51518,U,10,7,FALSE,2022-06-13,0,1,164
122-N33A,2022,4,2871.51636,2781.39235,2022-06-01,2022-06-11,4,3,2022-06-20,1,NA,152,162,145,PG 2,1,SY,2,ASY,65,6.074766355140187,2871.51635,U,10,7,FALSE,2022-06-20,0,1,171
122-M32C,2022,4,2871.51665,2781.39348,2022-06-09,2022-06-16,4,4,2022-06-25,ER1,NA,160,167,150,PG 1,1,SY,1,SY,65,6.074766355140187,2871.51674,U,10,7,FALSE,2022-06-25,0,1,176
88-P25A,1988,4,940.25693,2011.81554,1988-06-18,1988-06-25,4,4,1988-07-04,E2,NA,170,177,160,MO,2,ASY,1,SY,104,9.7196261682243,2011.81591,U,10,7,FALSE,1988-07-04,0,2,186
103-M30B,2003,5,1560.04551,930.59745,2003-06-10,2003-06-19,5,5,2003-06-27,1,NA,161,170,152,PG 2,2,ASY,3,ASY,56,5.233644859813085,1741.07699,U,10.1,7,FALSE,2003-06-27,0,1,178
102-M32D,2002,4,1560.04578,1560.04586,2002-07-05,2002-07-12,4,4,2002-07-23,2,NA,186,193,176,PG 1,2,ASY,2,ASY,110,10.280373831775702,1741.07095,U,10.1,7,FALSE,2002-07-23,0,2,204
91-N25A,1991,5,2031.56556,2021.76846,1991-06-02,1991-06-13,5,4,1991-06-22,1,NA,153,164,146,MO,1,SY,2,ASY,110,10.280373831775702,2031.56972,U,10.1,7,FALSE,1991-06-22,0,1,173
94-N28B,1994,5,2121.86534,2031.58401,1994-06-16,1994-07-01,5,5,1994-07-10,R1,NA,167,182,164,MO,1,SY,1,SY,90,8.41121495327103,2121.64123,U,10.1,7,FALSE,1994-07-10,0,1,191
112-N26F,2012,3,2511.98501,2401.76858,2012-07-11,2012-07-18,3,3,2012-07-27,2,NA,193,200,184,MO,1,SY,1,SY,108,10.093457943925234,2511.98781,U,10.1,7,FALSE,2012-07-27,0,2,209
115-M28C,2015,4,2521.77664,2591.93716,2015-06-14,2015-06-25,4,3,2015-07-04,R1,NA,165,176,159,MO,1,SY,2,ASY,56,5.233644859813085,2521.77743,U,10.1,7,FALSE,2015-07-04,0,1,185
88-L27B,1988,4,940.25578,2011.81125,1988-07-14,1988-07-20,4,3,1988-07-29,E2,NA,196,202,185,MO,2,ASY,1,SY,104,9.7196261682243,2020.39705,U,10.1,7,FALSE,1988-07-29,0,2,211
101-M29C,2001,4,2031.57573,930.59854,2001-06-21,2001-07-02,4,4,NA,R1,NA,172,183,166,MO,1,SY,1,SY,96,8.971962616822431,930.59687,U,10.2,7,FALSE,2001-07-11,0,1,192
118-M33B,2018,4,2031.60695,2621.66822,2018-06-10,2018-06-18,4,4,2018-06-27,1,NA,161,169,152,MO,1,SY,2,ASY,72,6.728971962616823,2631.94952,NA,10.2,7,FALSE,2018-06-27,0,1,178
101-M31E,2001,4,2121.65351,1560.04586,2001-07-15,2001-07-11,4,4,NA,2,NA,196,192,175,MO,3,ASY,1,SY,96,8.971962616822431,1560.04595,U,10.2,7,FALSE,2001-07-20,0,2,201
100-N28C,2000,4,2121.65708,2121.65602,2000-06-19,2000-06-29,4,3,2000-07-08,R1,NA,171,181,164,MO,1,SY,2,ASY,80,7.476635514018692,930.59716,U,10.2,7,FALSE,2000-07-08,0,1,190
95-N27B,1995,4,2151.80290,2121.64085,1995-06-10,1995-06-19,4,4,NA,ER1,NA,161,170,153,MO,1,SY,1,SY,98,9.158878504672899,2121.64260,U,10.2,7,FALSE,1995-06-28,0,1,179
117-O24E,2017,4,2321.12880,2511.98821,2017-06-24,2017-06-21,4,3,2017-06-30,R1,NA,175,172,155,MO,6,ASY,2,ASY,65,6.074766355140187,1741.82285,U,10.2,7,FALSE,2017-06-30,0,1,181
121-N29A,2021,3,2781.39390,2781.39231,2021-06-23,2021-06-23,3,3,2021-07-02,ER1,NA,174,174,158,PG 2,1,SY,1,SY,77,7.196261682242991,2781.39408,NA,10.2,7,FALSE,2021-07-02,0,1,183
103-N26A,2003,4,1741.07056,1741.07414,2003-06-08,2003-06-26,4,4,2003-07-06,1,NA,159,177,160,PG 2,1,SY,1,SY,56,5.233644859813085,1741.07741,U,10.3,7,FALSE,2003-07-06,0,1,187
92-M26I,1992,5,2011.81915,2031.56518,1992-07-07,1992-07-11,5,4,1992-07-20,2,NA,189,193,175,MO,2,ASY,2,ASY,96,8.971962616822431,2031.57990,U,10.3,7,FALSE,1992-07-20,0,2,202
103-L27B,2003,4,2031.56220,930.59787,2003-06-18,2003-06-27,4,4,2003-07-07,ER1,NA,169,178,161,PG 2,3,ASY,3,ASY,56,5.233644859813085,1741.07750,U,10.3,7,FALSE,2003-07-07,0,1,188
118-M27B,2018,4,2031.60694,2031.60673,2018-06-22,2018-07-02,4,4,2018-07-12,ERR1,NA,173,183,166,MO,1,SY,1,SY,72,6.728971962616823,2631.94998,NA,10.3,7,FALSE,2018-07-12,0,1,193
118-M33B,2018,4,2031.60695,2621.66822,2018-06-10,2018-06-18,4,4,2018-06-27,1,NA,161,169,152,MO,1,SY,2,ASY,72,6.728971962616823,2631.94953,NA,10.3,7,FALSE,2018-06-27,0,1,178
95-O26C,1995,5,2121.64160,2121.64005,1995-06-23,1995-06-26,5,5,NA,ER1,NA,174,177,159,MO,1,SY,1,SY,98,9.158878504672899,2121.64316,U,10.3,7,FALSE,1995-07-05,0,1,186
102-L19A,2002,4,2121.65354,930.59580,2002-06-17,2002-06-22,4,4,2002-07-04,1,NA,168,173,156,PG 2,4,ASY,1,SY,110,10.280373831775702,1741.07250,U,10.3,7,FALSE,2002-07-04,0,1,185
122-N29B,2022,4,2781.39268,2781.39562,2022-06-26,2022-06-29,4,4,2022-07-09,2,NA,177,180,163,PG 1,3,ASY,1,SY,65,6.074766355140187,2871.51716,U,10.3,7,FALSE,2022-07-09,0,2,190
87-M19B,1987,5,940.25832,940.25697,1987-05-27,1987-06-06,5,5,1987-06-15,1,NA,147,157,139,MO,1,SY,1,SY,78,7.289719626168225,940.25894,U,10.3,7,FALSE,1987-06-15,0,1,166
101-N30B,2001,4,1560.04564,930.59804,2001-06-15,2001-06-26,4,4,NA,ER1,NA,166,177,160,MO,1,SY,1,SY,96,8.971962616822431,930.59659,U,10.4,7,FALSE,2001-07-05,0,1,186
91-M28A,1991,4,2021.76162,2021.76161,1991-06-04,1991-06-16,4,4,1991-06-25,1,NA,155,167,150,MO,2,ASY,2,ASY,110,10.280373831775702,2031.57001,U,10.4,7,FALSE,1991-06-25,0,1,176
101-O25E,2001,4,2031.56242,930.59895,2001-07-08,2001-07-13,4,4,NA,2,NA,189,194,177,MO,1,SY,1,SY,96,8.971962616822431,1560.05004,U,10.4,7,FALSE,2001-07-22,0,2,203
102-L19A,2002,4,2121.65354,930.59580,2002-06-17,2002-06-22,4,4,2002-07-04,1,NA,168,173,156,PG 2,4,ASY,1,SY,110,10.280373831775702,1741.07248,U,10.4,7,FALSE,2002-07-04,0,1,185
100-N28C,2000,4,2121.65708,2121.65602,2000-06-19,2000-06-29,4,3,2000-07-08,R1,NA,171,181,164,MO,1,SY,2,ASY,80,7.476635514018692,930.59718,U,10.4,7,FALSE,2000-07-08,0,1,190
112-N31C,2012,4,2401.76991,2321.12715,2012-06-24,2012-07-03,4,4,2012-07-12,RR1,NA,176,185,168,MO,1,SY,2,ASY,108,10.093457943925234,2511.98717,U,10.4,7,FALSE,2012-07-12,0,1,194
116-M34C,2016,4,2521.77698,2311.96333,2016-07-12,2016-07-15,4,4,2016-07-24,2,NA,194,197,180,PG 1,2,ASY,1,SY,51,4.766355140186916,2621.66965,U,10.4,7,FALSE,2016-07-24,0,2,206
115-M26B,2015,4,2591.93776,2521.77637,2015-07-02,2015-07-13,4,4,2015-07-22,2,NA,183,194,177,MO,1,SY,1,SY,56,5.233644859813085,2621.66707,M,10.4,7,TRUE,2015-07-22,1,2,203
102-M32E,2002,3,1741.07006,1741.07007,2002-07-05,2002-07-15,3,2,2002-07-25,RR1,NA,186,196,180,MO,1,SY,1,SY,110,10.280373831775702,1741.07302,U,10.5,7,FALSE,2002-07-25,0,1,206
111-M30C,2011,4,1741.81840,1741.82209,2011-07-04,2011-07-13,4,4,NA,2,NA,185,194,177,MO,4,ASY,2,ASY,65,6.074766355140187,2401.76925,NA,10.5,7,FALSE,2011-07-22,0,2,203
90-O26C,1990,4,2011.81064,2021.76196,1990-06-25,1990-07-05,4,4,1990-07-14,2,NA,176,186,169,MO,2,ASY,1,SY,100,9.345794392523365,2031.56169,U,10.5,7,FALSE,1990-07-14,0,2,195
90-O25D,1990,4,2021.76953,2021.76178,1990-06-19,1990-06-27,4,4,1990-07-06,ER1,NA,170,178,161,MO,1,SY,1,SY,100,9.345794392523365,2031.56139,U,10.5,7,FALSE,1990-07-06,0,1,187
102-L28A,2002,5,2031.57558,930.59787,2002-06-13,2002-06-24,5,4,2002-07-03,1,NA,164,175,157,MO,2,ASY,2,ASY,110,10.280373831775702,1741.07262,U,10.5,7,FALSE,2002-07-03,0,1,184
94-M20A,1994,4,2111.33493,2031.58235,1994-06-04,1994-06-12,4,4,1994-06-21,1,NA,155,163,146,MO,2,ASY,2,ASY,90,8.41121495327103,2121.64029,U,10.5,7,FALSE,1994-06-21,0,1,172
96-O27A,1996,4,2121.64312,2121.64401,1996-06-13,1996-06-18,4,4,NA,1,NA,165,170,153,PG 1,1,SY,1,SY,73,6.822429906542056,2121.64463,M,10.5,7,TRUE,1996-06-27,1,1,179
97-P23A,1997,5,2121.64964,2121.64942,1997-06-26,1997-07-01,5,5,NA,ER1,NA,177,182,164,MO,1,SY,1,SY,81,7.570093457943925,2121.65109,U,10.5,7,FALSE,1997-07-10,0,1,191
99-L19A,1999,5,2121.65354,2121.65616,1999-06-03,1999-06-13,5,5,NA,1,NA,154,164,146,MO,1,SY,1,SY,111,10.373831775700936,2121.65740,F,10.5,7,TRUE,1999-06-22,1,1,173
122-N33A,2022,4,2871.51636,2781.39235,2022-06-01,2022-06-11,4,3,2022-06-20,1,NA,152,162,145,PG 2,1,SY,2,ASY,65,6.074766355140187,2871.51634,U,10.5,7,FALSE,2022-06-20,0,1,171
103-N30A,2003,4,930.59517,930.59745,2003-07-07,2003-07-14,4,3,2003-07-26,2,NA,188,195,178,PG 1,2,ASY,3,ASY,56,5.233644859813085,1741.07812,U,10.5,7,FALSE,2003-07-26,0,2,207
102-P24C,2002,4,930.59758,1560.05011,2002-06-18,2002-06-22,4,2,2002-07-01,R1,NA,169,173,156,MO,2,ASY,1,SY,110,10.280373831775702,1741.07244,U,10.5,7,FALSE,2002-07-01,0,1,182
94-M29C,1994,5,2031.57349,2031.57034,1994-06-18,1994-06-29,5,4,1994-07-09,R1,NA,169,180,162,PG 1,3,ASY,3,ASY,90,8.41121495327103,2121.64099,U,10.6,7,FALSE,1994-07-09,0,1,190
103-K23B,2003,5,2031.57543,1741.07367,2003-07-03,2003-07-10,5,4,2003-07-20,2,NA,184,191,173,MO,4,ASY,1,SY,56,5.233644859813085,1741.07795,U,10.6,7,FALSE,2003-07-20,0,2,201
100-P25B,2000,4,2121.65336,2121.64622,2000-07-07,2000-07-11,3,3,2000-07-22,2,NA,189,193,176,MO,2,ASY,4,ASY,80,7.476635514018692,930.59766,U,10.6,7,FALSE,2000-07-22,0,2,204
