nest_key,year,eggs_laid,female_id,male_id,found_date,hatch_date,eggs_hatched,fledglings,fledge_date,clutch_number,fail_date,found_day,hatch_day,first_egg_day,female_status,female_age,female_age_code,male_age,male_age_code,popn_size,annual_density,band_id,sex,weight,age_in_days,recruited,fledge_date_noNA,recruited.f,clutch_num,fledge_day
112-O24B,2012,5,2321.12709,1741.07569,2012-05-28,2012-06-03,5,5,2012-06-12,1,NA,149,155,137,MO,2,ASY,2,ASY,108,10.093457943925234,2511.98519,U,14.8,7,FALSE,2012-06-12,0,1,164
112-O24G,2012,4,2321.12709,1741.07569,2012-07-08,2012-07-17,4,4,2012-07-26,R2,NA,190,199,182,MO,2,ASY,2,ASY,108,10.093457943925234,2511.98765,F,14.8,7,TRUE,2012-07-26,1,2,208
112-P26B,2012,4,2321.12790,2511.98505,2012-07-04,2012-07-13,4,4,2012-07-22,2,NA,186,195,178,MO,2,ASY,1,SY,108,10.093457943925234,2511.98748,U,14.8,7,FALSE,2012-07-22,0,2,204
115-O24A,2015,4,2321.12870,2401.76835,2015-05-30,2015-06-03,4,3,2015-06-12,1,NA,150,154,137,MO,4,ASY,4,ASY,56,5.233644859813085,2521.77647,U,14.8,7,FALSE,2015-06-12,0,1,163
113-M19B,2013,4,2321.12874,2511.98521,2013-06-18,2013-06-27,4,4,2013-07-07,ER1,NA,169,178,161,PG 1,2,ASY,1,SY,103,9.626168224299066,2591.93515,U,14.8,7,FALSE,2013-07-07,0,1,188
115-N24B,2015,3,2321.12880,2511.98821,2015-07-08,2015-07-18,3,3,2015-07-27,2,NA,189,199,183,PG 2,4,ASY,2,ASY,56,5.233644859813085,2621.66714,U,14.8,7,FALSE,2015-07-27,0,2,208
112-M19G,2012,3,2401.76807,2401.76856,2012-07-12,2012-07-17,3,3,2012-07-26,2,NA,194,199,183,MO,1,SY,1,SY,108,10.093457943925234,2511.98759,U,14.8,7,FALSE,2012-07-26,0,2,208
113-O27A,2013,4,2511.98576,2511.98706,2013-06-05,2013-06-19,4,4,2013-06-28,1,NA,156,170,153,MO,1,SY,2,ASY,103,9.626168224299066,2591.93497,U,14.8,7,FALSE,2013-06-28,0,1,179
113-N32A,2013,5,2511.98704,2401.76833,2013-06-05,2013-06-14,5,4,2013-06-23,1,NA,156,165,147,MO,2,ASY,2,ASY,103,9.626168224299066,2591.93473,U,14.8,7,FALSE,2013-06-23,0,1,174
116-L34A,2016,5,2511.98705,2521.77697,2016-07-03,2016-07-08,4,4,2016-07-17,2,NA,185,190,172,MO,2,ASY,2,ASY,51,4.766355140186916,2621.66922,U,14.8,7,FALSE,2016-07-17,0,2,199
114-P26A,2014,4,2511.98819,2511.98839,2014-05-29,2014-06-06,4,4,2014-06-15,1,NA,149,157,140,MO,2,ASY,2,ASY,62,5.794392523364486,2591.93735,U,14.8,7,FALSE,2014-06-15,0,1,166
114-P26B,2014,4,2511.98819,2511.98839,2014-06-24,2014-07-05,3,3,2014-07-14,2,NA,175,186,169,MO,2,ASY,2,ASY,62,5.794392523364486,2521.77455,U,14.8,7,FALSE,2014-07-14,0,2,195
115-N29C,2015,5,2511.98894,2511.98831,2015-06-10,2015-06-19,5,5,2015-06-28,R1,NA,161,170,152,MO,2,ASY,2,ASY,56,5.233644859813085,2521.77713,U,14.8,7,FALSE,2015-06-28,0,1,179
115-N29C,2015,5,2511.98894,2511.98831,2015-06-10,2015-06-19,5,5,2015-06-28,R1,NA,161,170,152,MO,2,ASY,2,ASY,56,5.233644859813085,2521.77715,F,14.8,7,TRUE,2015-06-28,1,1,179
115-N29D,2015,4,2511.98894,2511.98831,2015-07-11,2015-07-18,3,3,2015-07-27,2,NA,192,199,182,MO,2,ASY,2,ASY,56,5.233644859813085,2621.66718,U,14.8,7,FALSE,2015-07-27,0,2,208
115-J25B,2015,4,2521.77415,2521.77414,2015-06-08,2015-06-05,4,4,2015-06-14,1,NA,159,156,139,MO,2,ASY,2,ASY,56,5.233644859813085,2521.77656,U,14.8,7,FALSE,2015-06-14,0,1,165
116-M28A,2016,4,2521.77724,2521.77646,2016-06-01,2016-06-11,4,4,2016-06-20,1,NA,153,163,146,PG 1,1,SY,2,ASY,51,4.766355140186916,2621.66900,U,14.8,7,FALSE,2016-06-20,0,1,172
115-M33D,2015,3,2591.93731,2591.93774,2015-07-11,2015-07-22,3,3,2015-07-31,2,NA,192,203,187,MO,1,SY,1,SY,56,5.233644859813085,2621.66731,U,14.8,7,FALSE,2015-07-31,0,2,212
116-O28B,2016,3,2621.66769,2511.98831,2016-06-08,2016-06-13,3,3,2016-06-22,1,NA,160,165,149,PG 2,1,SY,2,ASY,51,4.766355140186916,2311.96352,U,14.8,7,FALSE,2016-06-22,0,1,174
116-WB07,2016,3,2621.66909,2521.77643,2016-07-11,2016-07-15,3,3,2016-07-24,ER1,NA,193,197,181,PG 2,1,SY,2,ASY,51,4.766355140186916,2621.66960,U,14.8,7,FALSE,2016-07-24,0,1,206
121-P23B,2021,4,2631.94903,2781.39219,2021-07-11,2021-07-22,3,2,NA,2,NA,192,203,186,MO,2,ASY,1,SY,77,7.196261682242991,2781.39466,NA,14.8,7,FALSE,2021-07-31,0,2,212
121-O25E,2021,4,2631.95016,2031.60704,2021-07-05,2021-07-17,3,3,2021-07-26,2,NA,186,198,181,MO,3,ASY,3,ASY,77,7.196261682242991,2781.39459,NA,14.8,7,FALSE,2021-07-26,0,2,207
121-M30A,2021,4,2781.39216,2781.39215,2021-05-31,2021-06-08,4,4,2021-06-17,1,NA,151,159,142,PG 1,1,SY,1,SY,77,7.196261682242991,2781.39279,NA,14.8,7,FALSE,2021-06-17,0,1,168
121-N27C,2021,3,2781.39239,2031.60707,2021-06-03,2021-06-14,3,3,2021-06-23,1,NA,154,165,149,MO,2,ASY,2,ASY,77,7.196261682242991,2781.39365,NA,14.8,7,FALSE,2021-06-23,0,1,174
121-M27B,2021,4,2781.39251,2031.60673,2021-06-02,2021-06-09,4,4,2021-06-18,1,NA,153,160,143,MO,1,SY,4,ASY,77,7.196261682242991,2781.39295,NA,14.8,7,FALSE,2021-06-18,0,1,169
122-N27B,2022,4,2781.39251,2031.60707,2022-06-18,2022-06-26,4,4,2022-07-05,R1,NA,169,177,160,MO,2,ASY,2,ASY,65,6.074766355140187,2871.51699,U,14.8,7,FALSE,2022-07-05,0,1,186
121-N27B,2021,5,2781.39252,2781.39227,2021-06-03,2021-06-17,5,5,2021-06-26,1,NA,154,168,150,MO,2,ASY,2,ASY,77,7.196261682242991,2781.39383,NA,14.8,7,FALSE,2021-06-26,0,1,177
122-O25A,2022,4,2781.39411,2781.39223,2022-05-27,2022-06-05,4,4,2022-06-14,1,NA,147,156,139,PG 1,2,ASY,2,ASY,65,6.074766355140187,2871.51575,U,14.8,7,FALSE,2022-06-14,0,1,165
122-J26B,2022,4,2781.39574,2781.39203,2022-07-07,2022-07-13,4,4,2022-07-23,2,NA,188,194,177,MO,2,ASY,2,ASY,65,6.074766355140187,2871.51761,NA,14.8,7,FALSE,2022-07-23,0,2,204
122-J26B,2022,4,2781.39574,2781.39203,2022-07-07,2022-07-13,4,4,2022-07-23,2,NA,188,194,177,MO,2,ASY,2,ASY,65,6.074766355140187,2871.51762,NA,14.8,7,FALSE,2022-07-23,0,2,204
122-M28D,2022,4,2781.39590,2781.39211,2022-06-25,2022-06-30,4,2,2022-07-09,2,NA,176,181,164,MO,1,SY,3,ASY,65,6.074766355140187,2871.51723,U,14.8,7,FALSE,2022-07-09,0,2,190
103-K25A,2003,4,930.59547,1741.07404,2003-06-04,2003-06-15,4,4,2003-06-25,1,NA,155,166,149,MO,2,ASY,1,SY,56,5.233644859813085,1741.07622,U,14.8,7,FALSE,2003-06-25,0,1,176
102-N29C,2002,4,930.59589,930.59745,2002-06-22,2002-06-30,4,3,2002-07-10,R1,NA,173,181,164,PG 2,1,SY,2,ASY,110,10.280373831775702,1741.07294,U,14.8,7,FALSE,2002-07-10,0,1,191
102-N23B,2002,4,930.59641,930.59649,2002-06-25,2002-07-07,3,3,2002-07-18,R1,NA,176,188,171,MO,1,SY,1,SY,110,10.280373831775702,1741.07070,U,14.8,7,FALSE,2002-07-18,0,1,199
88-L27A,1988,4,940.25805,940.25638,1988-07-02,1988-07-14,4,3,1988-07-23,R1,NA,184,196,179,PG 2,2,ASY,2,ASY,104,9.7196261682243,2011.81973,U,14.8,7,FALSE,1988-07-23,0,1,205
87-N26A,1987,5,940.25817,940.25816,1987-06-01,1987-06-06,4,4,1987-06-15,1,NA,152,157,139,MO,1,SY,1,SY,78,7.289719626168225,940.25867,U,14.8,7,FALSE,1987-06-15,0,1,166
88-M18D,1988,4,940.25903,940.25802,1988-07-09,1988-07-20,4,2,1988-07-29,2,NA,191,202,185,MO,2,ASY,2,ASY,104,9.7196261682243,2020.39715,U,14.8,7,FALSE,1988-07-29,0,2,211
89-K25C,1989,5,940.25962,2011.81148,1989-06-16,1989-06-23,5,4,1989-07-02,R1,NA,167,174,156,MO,2,ASY,2,ASY,117,10.934579439252337,2021.76589,U,14.8,7,FALSE,1989-07-02,0,1,183
88-M23A,1988,5,940.25965,2011.81335,1988-06-02,1988-06-12,5,5,1988-06-21,1,NA,154,164,146,PG 2,2,ASY,1,SY,104,9.7196261682243,2011.81386,U,14.8,7,FALSE,1988-06-21,0,1,173
103-M30B,2003,5,1560.04551,930.59745,2003-06-10,2003-06-19,5,5,2003-06-27,1,NA,161,170,152,PG 2,2,ASY,3,ASY,56,5.233644859813085,1741.07698,U,14.9,7,FALSE,2003-06-27,0,1,178
103-M32A,2003,5,1560.05093,1741.07007,2003-06-23,2003-07-04,5,3,2003-07-12,R1,NA,174,185,167,PG 2,2,ASY,2,ASY,56,5.233644859813085,1741.07769,U,14.9,7,FALSE,2003-07-12,0,1,193
103-M33B,2003,4,1741.07009,930.59646,2003-06-07,2003-06-19,4,4,2003-06-29,1,NA,158,170,153,MO,2,ASY,2,ASY,56,5.233644859813085,1741.07705,F,14.9,7,TRUE,2003-06-29,1,1,180
103-K26A,2003,5,1741.07354,1741.07347,2003-06-04,2003-06-17,5,5,2003-06-27,1,NA,155,168,150,MO,1,SY,1,SY,56,5.233644859813085,1741.07671,U,14.9,7,FALSE,2003-06-27,0,1,178
103-K26A,2003,5,1741.07354,1741.07347,2003-06-04,2003-06-17,5,5,2003-06-27,1,NA,155,168,150,MO,1,SY,1,SY,56,5.233644859813085,1741.07673,U,14.9,7,FALSE,2003-06-27,0,1,178
103-P23A,2003,4,1741.07356,1560.05097,2003-06-10,2003-06-21,3,3,2003-07-01,1,NA,161,172,155,MO,1,SY,2,ASY,56,5.233644859813085,1741.07727,U,14.9,7,FALSE,2003-07-01,0,1,182
103-M19B,2003,4,1741.07403,1741.07228,2003-06-08,2003-06-20,4,4,2003-06-30,1,NA,159,171,154,PG 2,2,ASY,1,SY,56,5.233644859813085,1741.07717,U,14.9,7,FALSE,2003-06-30,0,1,181
88-M25B,1988,5,2011.81018,940.25647,1988-06-28,1988-06-30,5,4,1988-07-09,R1,NA,180,182,164,MO,2,ASY,2,ASY,104,9.7196261682243,2011.81231,U,14.9,7,FALSE,1988-07-09,0,1,191
89-O26C,1989,4,2011.81064,2011.81938,1989-06-12,1989-06-23,4,4,1989-07-02,R1,NA,163,174,157,PG 1,2,ASY,1,SY,117,10.934579439252337,2021.76564,U,14.9,7,FALSE,1989-07-02,0,1,183
91-O26E,1991,4,2011.81064,2021.76462,1991-07-01,1991-07-06,4,4,1991-07-15,2,NA,182,187,170,MO,2,ASY,2,ASY,110,10.280373831775702,2031.57318,U,14.9,7,FALSE,1991-07-15,0,2,196
88-M24A,1988,4,2011.81097,2011.81149,1988-06-06,1988-06-18,4,4,1988-06-27,1,NA,158,170,153,MO,1,SY,1,SY,104,9.7196261682243,2011.81533,U,14.9,7,FALSE,1988-06-27,0,1,179
90-M19C,1990,4,2011.81374,2021.76455,1990-06-10,1990-06-20,4,4,1990-06-29,1,NA,161,171,154,MO,2,ASY,1,SY,100,9.345794392523365,2031.56096,U,14.9,7,FALSE,1990-06-29,0,1,180
92-N19A,1992,5,2011.81374,2021.76372,1992-07-07,1992-07-13,5,5,1992-07-22,2,NA,189,195,177,PG 1,4,ASY,3,ASY,96,8.971962616822431,2031.58215,U,14.9,7,FALSE,1992-07-22,0,2,204
90-O29A,1990,5,2011.81504,2021.76956,1990-06-29,1990-07-03,5,3,1990-07-12,R1,NA,180,184,166,MO,2,ASY,1,SY,100,9.345794392523365,2031.56151,U,14.9,7,FALSE,1990-07-12,0,1,193
89-O28B,1989,4,2011.81572,2011.81173,1989-06-15,1989-06-23,4,4,1989-07-02,R1,NA,166,174,157,MO,2,ASY,2,ASY,117,10.934579439252337,2021.76571,U,14.9,7,FALSE,1989-07-02,0,1,183
90-M27A,1990,3,2011.81915,940.25652,1990-06-11,1990-06-14,3,3,1990-06-23,1,NA,162,165,149,MO,2,ASY,2,ASY,100,9.345794392523365,2031.56017,U,14.9,7,FALSE,1990-06-23,0,1,174
91-M26E,1991,5,2011.81915,2031.56518,1991-06-24,1991-06-27,4,3,1991-07-06,R1,NA,175,178,160,MO,2,ASY,1,SY,110,10.280373831775702,2031.57064,U,14.9,7,FALSE,1991-07-06,0,1,187
90-M25A,1990,4,2011.81916,2021.76872,1990-06-02,1990-06-12,4,4,1990-06-21,1,NA,153,163,146,MO,2,ASY,1,SY,100,9.345794392523365,1560.03488,U,14.9,7,FALSE,1990-06-21,0,1,172
113-M24A,2013,5,2011.83354,2401.76988,2013-06-02,2013-06-11,5,5,2013-06-20,1,NA,153,162,144,MO,2,ASY,2,ASY,103,9.626168224299066,2591.93426,U,14.9,7,FALSE,2013-06-20,0,1,171
89-M27B,1989,5,2021.76140,2011.81316,1989-06-11,1989-06-17,5,5,1989-06-26,E1,NA,162,168,150,MO,1,SY,1,SY,117,10.934579439252337,2021.76492,F,14.9,7,TRUE,1989-06-26,1,1,177
90-O24A,1990,4,2021.76145,2021.76581,1990-06-12,1990-06-23,4,4,1990-07-02,1,NA,163,174,157,MO,2,ASY,1,SY,100,9.345794392523365,2031.56110,U,14.9,7,FALSE,1990-07-02,0,1,183
90-O25E,1990,5,2021.76147,940.25827,1990-06-25,1990-07-07,3,3,1990-07-16,R1,NA,176,188,170,MO,2,ASY,2,ASY,100,9.345794392523365,2031.56197,U,14.9,7,FALSE,1990-07-16,0,1,197
90-M28B,1990,4,2021.76156,2021.76161,1990-06-15,1990-06-17,4,4,1990-06-26,1,NA,166,168,151,PG 2,2,ASY,2,ASY,100,9.345794392523365,2031.56062,F,14.9,7,TRUE,1990-06-26,1,1,177
90-M19A,1990,4,2021.76506,2021.76372,1990-06-10,1990-06-20,4,4,1990-06-29,1,NA,161,171,154,MO,1,SY,1,SY,100,9.345794392523365,2031.56105,U,14.9,7,FALSE,1990-06-29,0,1,180
91-O28C,1991,4,2021.76531,2031.56007,1991-07-15,1991-07-22,4,3,1991-07-31,2,NA,196,203,186,MO,2,ASY,1,SY,110,10.280373831775702,2031.57456,U,14.9,7,FALSE,1991-07-31,0,2,212
91-M30D,1991,4,2021.76557,2021.76446,1991-07-10,1991-07-07,4,4,1991-07-16,R1,NA,191,188,171,MO,2,ASY,2,ASY,110,10.280373831775702,2031.57326,U,14.9,7,FALSE,1991-07-16,0,1,197
93-M24B,1993,5,2021.76885,2031.56874,1993-06-21,1993-07-01,5,5,1993-07-10,R1,NA,172,182,164,MO,4,ASY,1,SY,92,8.598130841121495,2031.58564,U,14.9,7,FALSE,1993-07-10,0,1,191
90-K24D,1990,3,2021.76943,2021.76890,1990-07-07,1990-07-18,3,3,1990-07-27,2,NA,188,199,183,MO,1,SY,1,SY,100,9.345794392523365,2031.56701,U,14.9,7,FALSE,1990-07-27,0,2,208
93-M29D,1993,5,2021.76962,2031.57034,1993-06-29,1993-07-03,5,5,1993-07-12,ERR1,NA,180,184,166,PG 1,2,ASY,2,ASY,92,8.598130841121495,2031.58587,U,14.9,7,FALSE,1993-07-12,0,1,193
101-O24A,2001,4,2031.56253,2031.56245,2001-06-05,2001-06-15,4,4,NA,1,NA,156,166,149,PG 1,1,SY,1,SY,96,8.971962616822431,930.59575,U,14.9,7,FALSE,2001-06-24,0,1,175
92-N24B,1992,5,2031.56556,2111.33068,1992-06-23,1992-06-28,4,4,1992-07-07,R1,NA,175,180,162,MO,2,ASY,1,SY,96,8.971962616822431,2031.57905,U,14.9,7,FALSE,1992-07-07,0,1,189
93-O27E,1993,5,2031.56709,2031.56007,1993-06-30,1993-06-28,5,5,1993-07-07,2,NA,181,179,161,PG 1,3,ASY,3,ASY,92,8.598130841121495,2031.58541,F,14.9,7,TRUE,1993-07-07,1,2,188
91-N31C,1991,4,2031.56738,2031.56545,1991-06-07,1991-06-17,4,4,1991-06-26,1,NA,158,168,151,PG 2,1,SY,1,SY,110,10.280373831775702,2031.57019,U,14.9,7,FALSE,1991-06-26,0,1,177
94-P25B,1994,5,2031.56832,2011.81137,1994-06-27,1994-07-04,5,4,1994-07-12,RR1,NA,178,185,167,MO,2,ASY,2,ASY,90,8.41121495327103,2121.64139,U,14.9,7,FALSE,1994-07-12,0,1,193
92-M30B,1992,5,2031.56976,2031.57405,1992-06-30,1992-07-06,5,5,1992-07-15,R1,NA,182,188,170,PG 2,1,SY,1,SY,96,8.971962616822431,2031.57935,U,14.9,7,FALSE,1992-07-15,0,1,197
96-M26C,1996,5,2031.56997,2031.58871,1996-06-17,1996-06-23,5,5,NA,R1,NA,169,175,157,PG 2,5,ASY,1,SY,73,6.822429906542056,2121.64488,U,14.9,7,FALSE,1996-07-02,0,1,184
96-M26C,1996,5,2031.56997,2031.58871,1996-06-17,1996-06-23,5,5,NA,R1,NA,169,175,157,PG 2,5,ASY,1,SY,73,6.822429906542056,2121.64491,U,14.9,7,FALSE,1996-07-02,0,1,184
94-M26E,1994,5,2031.57419,2011.81173,1994-06-23,1994-07-03,5,5,1994-07-13,R1,NA,174,184,166,PG 1,3,ASY,2,ASY,90,8.41121495327103,2121.64127,U,14.9,7,FALSE,1994-07-13,0,1,194
93-M21B,1993,3,2031.57833,2031.58235,1993-07-02,1993-07-11,3,3,1993-07-20,2,NA,183,192,176,PG 1,1,SY,1,SY,92,8.598130841121495,2031.58798,U,14.9,7,FALSE,1993-07-20,0,2,201
94-P26A,1994,4,2031.57864,2111.33009,1994-06-29,1994-07-04,3,3,1994-07-15,ERR1,NA,180,185,168,MO,2,ASY,2,ASY,90,8.41121495327103,2121.64143,U,14.9,7,FALSE,1994-07-15,0,1,196
94-M26F,1994,5,2031.57880,2121.86419,1994-06-27,1994-07-07,5,5,1994-07-17,2,NA,178,188,170,MO,2,ASY,1,SY,90,8.41121495327103,2121.64168,U,14.9,7,FALSE,1994-07-17,0,2,198
98-M19C,1998,5,2031.58878,2031.58870,1998-07-01,1998-07-10,5,5,NA,2,NA,182,191,173,MO,2,ASY,2,ASY,82,7.663551401869159,2121.65576,U,14.9,7,FALSE,1998-07-19,0,2,200
96-N30C,1996,4,2031.58879,2121.64610,1996-06-20,1996-06-24,4,4,NA,ER1,NA,172,176,159,MO,1,SY,1,SY,73,6.822429906542056,2121.64497,U,14.9,7,FALSE,1996-07-03,0,1,185
122-M33B,2022,4,2031.60695,2781.39520,2022-06-02,2022-06-02,4,4,2022-06-11,1,NA,153,153,136,MO,5,ASY,2,ASY,65,6.074766355140187,2871.51530,U,14.9,7,FALSE,2022-06-11,0,1,162
121-O29A,2021,5,2031.60735,2781.39226,2021-06-03,2021-06-10,4,4,2021-06-19,1,NA,154,161,143,PG 2,2,ASY,2,ASY,77,7.196261682242991,2781.39305,NA,14.9,7,FALSE,2021-06-19,0,1,170
94-N31C,1994,5,2111.33198,2121.86344,1994-06-30,1994-07-06,5,4,1994-07-14,RR1,NA,181,187,169,MO,2,ASY,2,ASY,90,8.41121495327103,2151.80256,U,14.9,7,FALSE,1994-07-14,0,1,195
94-P24B,1994,4,2111.33451,2111.33158,1994-07-04,1994-07-16,3,3,1994-07-25,ERR1,NA,185,197,180,MO,2,ASY,2,ASY,90,8.41121495327103,2121.64214,F,14.9,7,TRUE,1994-07-25,1,1,206
94-M21A,1994,4,2111.33493,2031.58235,1994-06-30,1994-07-11,4,4,1994-07-20,2,NA,181,192,175,MO,2,ASY,2,ASY,90,8.41121495327103,2121.64188,U,14.9,7,FALSE,1994-07-20,0,2,201
95-M27F,1995,3,2121.64039,2031.58256,1995-07-10,1995-07-19,3,3,NA,2,NA,191,200,184,MO,1,SY,3,ASY,98,9.158878504672899,2121.64413,U,14.9,7,FALSE,1995-07-28,0,2,209
95-O27A,1995,5,2121.64192,2121.64213,1995-06-13,1995-06-25,5,5,NA,R1,NA,164,176,158,MO,1,SY,1,SY,98,9.158878504672899,2121.64306,U,14.9,7,FALSE,1995-07-04,0,1,185
96-O29B,1996,5,2121.64192,2031.58831,1996-06-17,1996-06-26,5,5,NA,R1,NA,169,178,160,MO,2,ASY,2,ASY,73,6.822429906542056,2031.58889,U,14.9,7,FALSE,1996-07-05,0,1,187
99-M26D,1999,5,2121.64655,2031.58871,1999-06-23,1999-07-03,5,4,1999-07-11,RR1,NA,174,184,166,MO,2,ASY,2,ASY,111,10.373831775700936,2121.65968,U,14.9,7,FALSE,1999-07-11,0,1,192
101-M26A,2001,4,2121.64722,2031.58871,2001-06-01,2001-06-06,4,4,NA,1,NA,152,157,140,MO,2,ASY,2,ASY,96,8.971962616822431,930.59502,F,14.9,7,TRUE,2001-06-15,1,1,166
99-N29A,1999,5,2121.64752,2121.64706,1999-05-31,1999-06-10,5,4,NA,1,NA,151,161,143,MO,1,SY,2,ASY,111,10.373831775700936,2121.65723,U,14.9,7,FALSE,1999-06-19,0,1,170
98-O24D,1998,5,2121.64946,2031.58833,1998-06-18,1998-06-21,4,4,NA,ER1,NA,169,172,154,MO,2,ASY,2,ASY,82,7.663551401869159,2121.65378,M,14.9,7,TRUE,1998-06-30,1,1,181
97-O25D,1997,4,2121.64996,2031.58887,1997-06-23,1997-07-02,4,4,NA,RER1,NA,174,183,166,MO,1,SY,1,SY,81,7.570093457943925,2121.65121,F,14.9,7,TRUE,1997-07-11,1,1,192
100-O24G,2000,4,2121.65000,2121.64415,2000-07-05,2000-07-12,4,4,2000-07-22,2,NA,187,194,177,PG 1,2,ASY,5,ASY,80,7.476635514018692,930.59769,U,14.9,7,FALSE,2000-07-22,0,2,204
103-O25A,2003,4,2121.65336,930.59691,2003-06-04,2003-06-15,4,4,2003-06-24,1,NA,155,166,149,PG 1,5,ASY,2,ASY,56,5.233644859813085,1741.07625,U,14.9,7,FALSE,2003-06-24,0,1,175
100-M26B,2000,4,2121.65562,2121.65317,2000-06-09,2000-06-14,4,4,2000-06-24,1,NA,161,166,149,PG 2,2,ASY,2,ASY,80,7.476635514018692,2031.56253,F,14.9,7,TRUE,2000-06-24,1,1,176
100-M18A,2000,3,2121.65752,2121.65147,2000-07-05,2000-07-08,3,3,2000-07-18,2,NA,187,190,174,PG 2,1,SY,3,ASY,80,7.476635514018692,930.59757,U,14.9,7,FALSE,2000-07-18,0,2,200
94-O24G,1994,4,2121.86823,2031.58287,1994-06-20,1994-07-01,4,3,1994-07-10,ERR1,NA,171,182,165,PG 1,1,SY,1,SY,90,8.41121495327103,2121.64107,U,14.9,7,FALSE,1994-07-10,0,1,191
112-M19F,2012,4,2321.12874,2321.12735,2012-07-08,2012-07-17,4,4,2012-07-26,2,NA,190,199,182,MO,2,ASY,2,ASY,108,10.093457943925234,2511.98764,U,14.9,7,FALSE,2012-07-26,0,2,208
112-M20C,2012,4,2321.12890,2321.12712,2012-07-05,2012-07-07,3,3,2012-07-16,1,NA,187,189,172,PG 2,1,SY,2,ASY,108,10.093457943925234,2511.98731,U,14.9,7,FALSE,2012-07-16,0,1,198
111-O26B,2011,4,2401.76839,2321.12840,2011-06-27,2011-07-08,3,3,NA,ER1,NA,178,189,172,PG 2,1,SY,1,SY,65,6.074766355140187,2401.76917,U,14.9,7,FALSE,2011-07-17,0,1,198
112-P25B,2012,4,2401.76914,2401.76835,2012-06-06,2012-06-11,4,4,2012-06-20,1,NA,158,163,146,PG 2,1,SY,1,SY,108,10.093457943925234,2511.98614,U,14.9,7,FALSE,2012-06-20,0,1,172
114-P24B,2014,5,2511.98516,2401.76835,2014-06-07,2014-06-17,4,4,2014-06-26,R1,NA,158,168,150,MO,2,ASY,3,ASY,62,5.794392523364486,2591.93781,U,14.9,7,FALSE,2014-06-26,0,1,177
115-N30A,2015,5,2511.98532,2511.98836,2015-06-20,2015-06-23,4,4,2015-07-02,R1,NA,171,174,156,MO,2,ASY,2,ASY,56,5.233644859813085,2521.77734,F,14.9,7,TRUE,2015-07-02,1,1,183
112-O28D,2012,3,2511.98535,2511.98536,2012-07-04,2012-07-09,2,2,2012-07-18,2,NA,186,191,175,PG 1,1,SY,1,SY,108,10.093457943925234,2511.98738,U,14.9,7,FALSE,2012-07-18,0,2,200
113-O24B,2013,4,2511.98549,1741.82207,2013-05-31,2013-06-11,4,4,2013-06-20,1,NA,151,162,145,PG 1,2,ASY,2,ASY,103,9.626168224299066,2591.93433,U,14.9,7,FALSE,2013-06-20,0,1,171
114-M20D,2014,4,2511.98608,2511.98543,2014-06-17,2014-06-27,4,4,NA,R1,NA,168,178,161,MO,2,ASY,2,ASY,62,5.794392523364486,2521.77431,U,14.9,7,FALSE,2014-07-06,0,1,187
117-M33D,2017,4,2511.98823,2031.60061,2017-07-02,2017-07-09,4,4,2017-07-18,2,NA,183,190,173,MO,2,ASY,1,SY,65,6.074766355140187,2631.94849,U,14.9,7,TRUE,2017-07-18,1,2,199
116-M28A,2016,4,2521.77724,2521.77646,2016-06-01,2016-06-11,4,4,2016-06-20,1,NA,153,163,146,PG 1,1,SY,2,ASY,51,4.766355140186916,2311.96350,U,14.9,7,FALSE,2016-06-20,0,1,172
115-M27C,2015,4,2591.93503,2401.76905,2015-06-12,2015-06-23,4,3,2015-07-02,R1,NA,163,174,157,MO,2,ASY,4,ASY,56,5.233644859813085,2521.77738,U,14.9,7,FALSE,2015-07-02,0,1,183
114-L32B,2014,4,2591.93720,2511.98826,2014-07-08,2014-07-19,4,4,2014-07-28,2,NA,189,200,183,MO,1,SY,2,ASY,62,5.794392523364486,2521.77484,U,14.9,7,FALSE,2014-07-28,0,2,209
116-N31A,2016,4,2621.66804,2511.98825,2016-05-29,2016-06-08,4,4,2016-06-17,1,NA,150,160,143,MO,1,SY,2,ASY,51,4.766355140186916,2621.66864,M,14.9,7,TRUE,2016-06-17,1,1,169
116-N31A,2016,4,2621.66804,2511.98825,2016-05-29,2016-06-08,4,4,2016-06-17,1,NA,150,160,143,MO,1,SY,2,ASY,51,4.766355140186916,2621.66865,M,14.9,7,TRUE,2016-06-17,1,1,169
118-M20A,2018,4,2631.94843,2031.60092,2018-06-07,2018-06-15,4,4,2018-06-24,1,NA,158,166,149,MO,1,SY,1,SY,72,6.728971962616823,2631.94926,NA,14.9,7,FALSE,2018-06-24,0,1,175
122-P23B,2022,5,2631.94903,2781.39474,2022-06-21,2022-07-03,5,1,2022-07-13,2,NA,172,184,166,MO,2,ASY,1,SY,65,6.074766355140187,2871.51734,U,14.9,7,FALSE,2022-07-13,0,2,194
122-O24A,2022,4,2631.95016,2631.95051,2022-05-25,2022-06-03,4,4,2022-06-12,1,NA,145,154,137,MO,4,ASY,4,ASY,65,6.074766355140187,2871.51533,U,14.9,7,FALSE,2022-06-12,0,1,163
122-M27D,2022,3,2781.39204,2031.60707,2022-07-08,2022-07-19,3,3,2022-07-29,2,NA,189,200,184,PG 2,2,ASY,2,ASY,65,6.074766355140187,2871.51775,U,14.9,7,FALSE,2022-07-29,0,2,210
