RowNumber,ID,forehead
1214,815656,14.96219749
1215,815656,36.36043904
1216,815657,39.20227065
1217,815657,35.57224836
1218,815657,34.01766812
1219,815657,34.38159129
1220,815657,33.2215479
1221,815658,31.30092785
1222,815658,31.25622216
1223,815658,15.12420309
1224,815658,26.82075862
1225,815658,31.82948467
1226,97276,20.07845966
1227,97276,14.303232
1228,97276,17.80498576
1229,97276,21.02345406
1230,97276,21.29136584
1231,97277,30.76614853
1232,97277,26.12150896
1233,97277,14.60364435
1234,97277,33.6684754
1235,97277,16.31371328
1236,97278,20.13699502
1237,97278,28.41653539
1238,97278,24.23543539
1239,97278,17.86515773
1240,97278,21.77865882
1241,97279,16.89494994
1242,97279,20.69450502
1243,97279,23.05835696
1244,97279,23.02785009
1245,97279,22.28279549
1246,97280,21.82210699
1247,97280,20.35400356
1248,97280,12.81009601
1249,97280,20.1634339
1250,97280,14.22732499
1251,97281,20.31426633
1252,97281,18.89984465
1253,97281,18.43205816
1254,97281,18.88671421
1255,97281,20.40992035
1256,97282,28.39722729
1257,97282,25.66231635
1258,97282,36.01417356
1259,97282,34.42644693
1260,97282,28.8219827
1261,97283,26.85033886
1262,97283,18.47802981
1263,97283,35.42292279
1264,97283,20.89990723
1265,97283,20.68837567
